Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Malaysia,MYS,"Labor force, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007888,7241517,7474197,7702450,7933378,8169737,8412946,8666708,8950857,9222525,9494994,9782029,10067360,10360337,10663360,10983732,11317475,11663107,12025538,12412070,12775608,13110062,13634474,14171099,14719087,15100271,15412226,15776197,16209365,16633299,16875265,17243512,17583325,17923168
