Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Malaysia,MYS,Population growth (annual %),,2.583738422,2.607993325,2.614489517,2.596114285,2.549809608,2.489401821,2.367219105,2.269000099,2.260223078,2.2976308,2.375104092,2.401807791,2.394900134,2.396922525,2.390711943,2.395970856,2.401681748,2.400751982,2.401980937,2.776312609,3.152645895,3.184721145,3.223108782,3.258014916,3.287388167,3.27741127,3.223524014,3.143987214,3.039622194,2.948725779,2.815854656,2.647530828,2.558459024,2.543532369,2.541305988,2.523102985,2.48740927,2.456090593,2.385278799,2.344802412,2.403512895,2.418555471,2.366245719,2.311724529,2.267729849,2.22705351,2.173504618,2.095316748,1.992060212,1.870406127,1.751280082,1.702695132,1.70946282,1.714740728,1.733194456,1.767310548,1.76466064,1.701747319,1.596466533,1.333633231,1.152513044,1.197772001,1.234028692
